Бренд,Код товара,Наименование товара,Категория1,Категория2,Категория3,Категория4,Сегмент,Цена закупки товара,letu.ru,iledebeaute.ru,rivegauche.ru,Ozon,Wildberries,MagnitMarket,Megamarket,lamoda.ru,tsum.ru,visagehall.ru,Наценка,Уровень_правила,Цена_до_скидки,Мин_цена_конкурента,Кто_минимум,Цена_мин_маржа10,Цель_цена_минимум_рынка,Можно_быть_минимумом_с_маржой10,Рекоменд_цена,Рекоменд_скидка
Clarins,19000279534,CLARINS Лосьон д/снятия макияжа Demaquillant Douceur Yeux 125мл,Уход,Уход за лицом,Тоники-лосьоны-тонеры,,Люкс,961,,,,1581.0,,,,,1921.0,1711.0,0.85,brand_cat3,1777.8500000000001,1581.0,Ozon,1067.7777777777778,1580.0,True,1580.0,0.11128610400202499
Clarins,19000036413,"CLARINS Лосьон способствующий сокращению пигментации тонизирующий BRIGHT PLUS, 200мл",Уход,Уход за лицом,Тоники-лосьоны-тонеры,,Люкс,1632,,2950.0,2751.0,,,,,2817.0,3198.0,2685.0,0.85,brand_cat3,3019.2000000000003,2685.0,visagehall.ru,1813.3333333333333,2684.0,True,2684.0,0.1110227874933758
Clarins,14012200005,Clarins Тушь д/ресниц водостойкаяф с эффектом 4D Wonder Perfect Mascara black 8мл,Макияж,Глаза,Тушь для ресниц,Тушь,Люкс,1197,,2164.0,2034.0,2067.0,,,,1970.0,,1970.0,1.03,brand,2429.9100000000003,1970.0,lamoda.ru,1330.0,1969.0,True,1969.0,0.1896819223757259
Clarins,19000327180,Clarins Сыворотка д/лица Double Serum Complete Age-Defying 75мл,Уход,Уход за лицом,Сыворотки,,Люкс,6985,,11500.0,,,,,,,,,0.88,brand_cat3,13131.8,11500.0,iledebeaute.ru,7761.111111111111,11499.0,True,11499.0,0.12433938987800597
Clarins,14022600002,Clarins Консилер против темных кругов Instant 02 15мл,Макияж,Лицо,Корректор/консилер,,Люкс,1608,,2777.0,2842.0,2745.0,,,,2648.0,3420.0,3382.0,1.1,brand_cat3,3376.8,2648.0,lamoda.ru,1786.6666666666665,2647.0,True,2647.0,0.2161217720919214
Clarins,14012900005,"Clarins Карандаш для глаз автоматический водостойкий Waterproof Pencil 0,29г тон 04",Макияж,Глаза,Карандаш для глаз,,Люкс,671,,1148.0,1213.0,1105.0,,,,1126.0,1377.0,1105.0,0.92,brand_cat3,1288.32,1105.0,Ozon,745.5555555555555,1104.0,True,1104.0,0.1430700447093889
Clarins,19000200488,"Clarins Тени д/век Четырехцветные Ombre 4 Couleurs 09 4,2гр",Макияж,Глаза,Тени для век,Прессованные тени,Люкс,2243,,3919.0,3874.0,3919.0,,,,3694.0,4664.0,3784.0,1.03,brand,4553.290000000001,3694.0,lamoda.ru,2492.222222222222,3693.0,True,3693.0,0.1889381084885875
Clarins,15020100095,Кларанс Гель д/умывания 125мл муж.,Уход,Уход за лицом,Очищение/демакияж,Гель для умывания,Люкс,1207,,2099.0,1988.0,2016.0,,,,2043.0,2470.0,2155.0,1.03,brand,2450.2100000000005,1988.0,rivegauche.ru,1341.111111111111,1987.0,True,1987.0,0.1890491019137137
Clarins,19000033373,"CLARINS Крем-гель против первых морщин и темных кругов под глазами Total Eye Revive, 15мл",Уход,Уход за лицом,Средства для век,,Люкс,1775,,3113.0,3207.0,2924.0,,,,3113.0,3607.0,3066.0,1.08,brand_cat3,3692.0,2924.0,Ozon,1972.2222222222222,2923.0,True,2923.0,0.20828819068255688
Clarins,19000194311,"CLARINS Рефил помады д/губ Joli rouge Retail reno 731 3,5гр",Макияж,Губы,Помада для губ,,Люкс,1021,,1799.0,1682.0,,,,,,,,1.03,brand,2072.63,1682.0,rivegauche.ru,1134.4444444444443,1681.0,True,1681.0,0.1889531657845347
Clarins,19000399415,"CLARINS Рефил помады д/губ Joli Rouge 768V 3,5гр",Макияж,Губы,Помада для губ,Помада матовая,Люкс,737,,,1215.0,,,,,,,,1.03,brand,1496.1100000000001,1215.0,rivegauche.ru,818.8888888888889,1214.0,True,1214.0,0.18856233833073777
Clarins,19000217068,Clarins Гель д/лица Матирующий Проблемная кожа 50мл,Уход,Уход за лицом,Основной уход,Гель для лица,Люкс,1110,,1855.0,1880.0,1905.0,,,,,,1830.0,1.03,brand,2253.3,1830.0,visagehall.ru,1233.3333333333333,1829.0,True,1829.0,0.1883016020947056
Clarins,19000194277,"CLARINS Помада д/губ Joli rouge Retail reno 705S 3,5гр",Макияж,Губы,Помада для губ,,Люкс,1099,,1916.0,1951.0,1951.0,,,,1881.0,2091.0,1812.0,1.03,brand,2230.9700000000003,1812.0,visagehall.ru,1221.111111111111,1811.0,True,1811.0,0.18824547170065054
Clarins,19000264369,Clarins Крем-маска д/лица Hydra-Essentiel 75мл,Уход,Уход за лицом,Уход за лицом _маски,Увлажнение и питание,Люкс,1509,,2529.0,2568.0,2489.0,,,,2687.0,3162.0,,1.03,brand,3063.2700000000004,2489.0,Ozon,1676.6666666666665,2488.0,True,2488.0,0.18779604801405048
Clarins,19000149517,Clarins Крем д/тела Eau Ressourcante 200мл,Уход,Уход за телом,Крем для тела,,Люкс,1379,,2275.0,2420.0,2492.0,,,,2420.0,2635.0,2276.0,1.06,brand_cat3,2840.7400000000002,2275.0,iledebeaute.ru,1532.2222222222222,2274.0,True,2274.0,0.1995043544991798
Clarins,19000013044,Clarins Крем тональный увлажняющий с матовым покрытием Skin Illusion Velvet 108W 30мл,Макияж,Лицо,Тональные основы,Жидкие тональные основы,Люкс,1687,,,2784.0,,,,,2961.0,3432.0,3005.0,1.03,brand,3424.6100000000006,2784.0,rivegauche.ru,1874.4444444444443,2783.0,True,2783.0,0.18735272045576
Clarins,19000033375,"CLARINS Крем дневной питательный антивозрастной корректирующий желтоватый тон кожи, 50мл",Уход,Уход за лицом,Основной уход,Крем для лица,Люкс,5696,,9911.0,10292.0,10038.0,,,,9403.0,11511.0,10293.0,1.03,brand,11562.880000000001,9403.0,lamoda.ru,6328.888888888889,9402.0,True,9402.0,0.18688077710743356
Clarins,14033300002,Clarins Тушь для ресниц увеличивающая объем Mascara Supra Volume 8мл тон 02,Макияж,Глаза,Тушь для ресниц,Тушь,Люкс,1465,,2648.0,2422.0,2454.0,,,,2454.0,2964.0,2584.0,1.03,brand,2973.9500000000003,2422.0,rivegauche.ru,1627.7777777777778,2421.0,True,2421.0,0.18593116898401119
Vivienne Sabo,19000441680,Vivienne Sabo Палетка теней д/век Croissant 04 4гр,Макияж,Глаза,Палетки_глаза,,Массмаркет,227,,326.0,332.0,294.0,351.0,,,,,,0.56,brand_cat3,354.12,294.0,Ozon,252.22222222222223,293.0,True,293.0,0.1725968598215294
Clarins,14019300003,Clarins Блеск для губ Eclat Minute 12мл тон 05 Candy shimmer,Макияж,Губы,Блеск для губ,,Люкс,851,,1408.0,1451.0,1408.0,,,,1430.0,,,0.92,brand_cat3,1633.9199999999998,1408.0,iledebeaute.ru,945.5555555555555,1407.0,True,1407.0,0.1388807285546415
Clarins,19000459494,CLARINS Набор Double serum 50мл+2*15мл+5мл,Уход,Наборы_уход,Подарочные наборы_уход,,Люкс,5348,,,8850.0,,,,,,,,0.97,brand_cat2,10535.56,8850.0,rivegauche.ru,5942.222222222222,8849.0,True,8849.0,0.16008261544711433
Clarins,19000013032,CLARINS Сыворотка д/глаз комплексная омолаживающая двойная 20мл,Уход,Уход за лицом,Сыворотки,,Люкс,3591,,6021.0,6412.0,6412.0,,,,5943.0,7176.0,6412.0,0.88,brand_cat3,6751.08,5943.0,lamoda.ru,3990.0,5942.0,True,5942.0,0.11984452857913108
Clarins,19760335000,Clarins Гель д/устранения следов усталости под глазами 15мл,Уход,Уход за лицом,Основной уход,Гель для лица,Люкс,2015,,3511.0,3598.0,3337.0,,,,3641.0,3927.0,3554.0,1.03,brand,4090.4500000000007,3337.0,Ozon,2238.8888888888887,3336.0,True,3336.0,0.1844418095808531
Clarins,14024300002,Clarins ВВ-флюид с эффектом детокса SPF25 45мл тон 01 Skin Detox Fluid,Макияж,Лицо,ВВ/СС средства,,Люкс,1298,,2189.0,2150.0,2150.0,,,,2228.0,2392.0,2150.0,0.97,brand_cat3,2557.06,2150.0,rivegauche.ru,1442.2222222222222,2149.0,True,2149.0,0.1595817071167669
Clarins,19000000356,CLARINS Флюид-экран д/лица увлажняющий защитный SPF50 30мл,Уход,Уход за лицом,Основной уход,Флюид,Люкс,2079,,3491.0,3580.0,3491.0,,,,3447.0,4004.0,3668.0,1.03,brand,4220.370000000001,3447.0,lamoda.ru,2310.0,3446.0,True,3446.0,0.18348391254795215
Clarins,19000164827,Clarins Крем д/ Hydra-Essentiel Rich 50мл,Уход,Уход за лицом,Основной уход,Крем для лица,Люкс,2159,,3580.0,3580.0,3626.0,,,,3672.0,4212.0,3855.0,1.03,brand,4382.77,3580.0,iledebeaute.ru,2398.8888888888887,3579.0,True,3579.0,0.1833931509068467
Clarins,15022000001,Clarins Крем д/ног Jeunesse des Pieds 125мл,Уход,Уход за ногами,Крем для ног,,Люкс,961,,,1689.0,1618.0,,,,1594.0,,1689.0,1.01,brand_cat3,1931.61,1594.0,lamoda.ru,1067.7777777777778,1593.0,True,1593.0,0.17529936167238724
Clarins,19000036415,"CLARINS Скраб для тела тонизирующий сахарный TONIC, 250гр",Уход,Уход за телом,Скраб-пилинг для тела,,Люкс,2063,,3424.0,3424.0,3554.0,,,,3554.0,4131.0,3424.0,1.13,brand_cat3,4394.19,3424.0,iledebeaute.ru,2292.222222222222,3423.0,True,3423.0,0.221016842694558
Clarins,19000120101,CLARINS Бронзер Ever Vente 03 10гр,Макияж,Лицо,Бронзер,,Люкс,2063,,3728.0,3728.0,,,,,3468.0,,3424.0,1.07,brand_cat3,4270.410000000001,3424.0,visagehall.ru,2292.222222222222,3423.0,True,3423.0,0.19843762074367577
Clarins,19000033371,"CLARINS Гель для устранения следов усталости вокруг глаз охлаждающий  Total Eye Contour Gel, 20мл",Уход,Уход за лицом,Средства для век,,Люкс,1962,,3421.0,3503.0,3297.0,,,,3503.0,4025.0,3257.0,1.08,brand_cat3,4080.96,3257.0,visagehall.ru,2180.0,3256.0,True,3256.0,0.20214851407511958
Clarins,19000412903,CLARINS Пигмент д/губ Water Lip Stain 03 7мл,Макияж,Губы,Тинт/пигмент,,Люкс,1274,,2168.0,2302.0,,,,,,,2115.0,0.91,brand_cat3,2433.34,2115.0,visagehall.ru,1415.5555555555554,2114.0,True,2114.0,0.13123525688970716
Clarins,19000299778,"Clarins Тени д/век насыщенные Ombre Skin 07 1,5гр",Макияж,Глаза,Тени для век,Прессованные тени,Люкс,1289,,,2221.0,2141.0,,,,,,2303.0,1.03,brand,2616.6700000000005,2141.0,Ozon,1432.2222222222222,2140.0,True,2140.0,0.182166646921469
Clarins,19000283311,Clarins Футляр д/помады Joli Rouge Розовое золото,Макияж,Аксессуары_макияж,Аксессуары,Футляры/кейсы/палитры,Люкс,511,,,849.0,,,,,,,,1.03,brand,1037.3300000000002,849.0,rivegauche.ru,567.7777777777777,848.0,True,848.0,0.1825166533311483
Clarins,14012900004,"Clarins Карандаш для глаз автоматический водостойкий Waterproof Pencil 0,29г тон 03",Макияж,Глаза,Карандаш для глаз,,Люкс,1043,,1733.0,1755.0,1755.0,,,,1733.0,2193.0,1842.0,0.92,brand_cat3,2002.56,1733.0,iledebeaute.ru,1158.888888888889,1732.0,True,1732.0,0.13510706295941188
Clarins,19000013034,CLARINS Крем тональный увлажняющий с матовым покрытием Skin Illusion Velvet 100.3N 30мл,Макияж,Лицо,Тональные основы,Жидкие тональные основы,Люкс,2128,,3801.0,3536.0,3845.0,,,,3580.0,4264.0,3757.0,1.03,brand,4319.84,3536.0,rivegauche.ru,2364.4444444444443,3535.0,True,3535.0,0.18168265491314495
Clarins,19000417180,CLARINS Крем д/лица Fresh scrub 50мл,Уход,Уход за лицом,Основной уход,Крем для лица,Люкс,991,,,1647.0,,,,,,,1762.0,1.03,brand,2011.7300000000002,1647.0,rivegauche.ru,1101.111111111111,1646.0,True,1646.0,0.1817987503293187
Clarins,19000181010,CLARINS Блеск д/губ Perfector 23 12мл,Макияж,Губы,Блеск для губ,,Люкс,899,,1538.0,1495.0,1603.0,,,,1516.0,1810.0,1495.0,0.92,brand_cat3,1726.08,1495.0,rivegauche.ru,998.8888888888889,1494.0,True,1494.0,0.13445494994438256
Clarins,19000181009,CLARINS Блеск д/губ Perfector 21 12мл,Макияж,Губы,Блеск для губ,,Люкс,1055,,1906.0,1755.0,1776.0,,,,1863.0,2065.0,1842.0,0.92,brand_cat3,2025.6,1755.0,rivegauche.ru,1172.2222222222222,1754.0,True,1754.0,0.13408372827804105
Clarins,14017400007,Clarins Кисть для теней PINCEAU FARDS A PAUPIERES 1шт.,Макияж,Кисти/спонжи,Кисти,,Люкс,693,,1153.0,1203.0,1178.0,,,,,1445.0,1254.0,0.96,brand_cat3,1358.28,1153.0,iledebeaute.ru,770.0,1152.0,True,1152.0,0.15186853962364166
Vivienne Sabo,19760308867,Vivienne Sabo Масло д/губ Dessert a levres 03 3мл,Макияж,Губы,Масло для губ_макияж,,Массмаркет,221,300.0,297.0,305.0,288.0,330.0,,,,,321.0,0.59,brand,351.39,288.0,Ozon,245.55555555555554,287.0,True,287.0,0.18324368934801782
Clarins,19000378753,CLARINS Сыворотка д/лица Bright Plus Advanced 150мл,Уход,Уход за лицом,Сыворотки,,Люкс,2270,,,3777.0,,,,,,,,0.88,brand_cat3,4267.599999999999,3777.0,rivegauche.ru,2522.222222222222,3776.0,True,3776.0,0.11519355141062881
Clarins,19000181012,CLARINS Блеск д/губ Perfector 25 12мл,Макияж,Губы,Блеск для губ,,Люкс,911,,,1516.0,1603.0,,,,1516.0,,1582.0,0.92,brand_cat3,1749.12,1516.0,rivegauche.ru,1012.2222222222222,1515.0,True,1515.0,0.13385016465422606
Vivienne Sabo,19000413118,"Vivienne Sabo Помада-бальзам д/губ Lala laque 04 2,5гр",Макияж,Губы,Помада для губ,Помада увлажняющая,Массмаркет,303,453.0,432.0,444.0,1111.0,395.0,,,,,,0.59,brand,481.77,395.0,Wildberries,336.6666666666667,394.0,True,394.0,0.18218236918031427
Clarins,19000036409,Clarins Гармонизирующая вода Eau Extraordinaire 100мл,Уход,Уход за лицом,Основной уход,Косметическая вода,Люкс,2072,,3575.0,3449.0,3533.0,,,,3744.0,4108.0,3745.0,1.03,brand,4206.160000000001,3449.0,rivegauche.ru,2302.222222222222,3448.0,True,3448.0,0.1802499191661755
Clarins,19000013027,CLARINS Пудра компактная матирующая Ever Matte 02 10гр,Макияж,Лицо,Пудра_лицо,Компактная пудра,Люкс,2135,,3858.0,3814.0,3684.0,,,,3771.0,4284.0,3554.0,1.03,brand,4334.05,3554.0,visagehall.ru,2372.222222222222,3553.0,True,3553.0,0.1802125033167592
Clarins,19000164821,Clarins Крем д/тела Masvelt Advanced 200мл,Уход,Уход за телом,Крем для тела,,Люкс,2658,,4587.0,4479.0,4425.0,,,,4479.0,5334.0,4480.0,1.06,brand_cat3,5475.4800000000005,4425.0,Ozon,2953.3333333333335,4424.0,True,4424.0,0.19203430566817892
Clarins,19000200487,"Clarins Тени д/век Четырехцветные Ombre 4 Couleurs 08 4,2гр",Макияж,Глаза,Тени для век,Прессованные тени,Люкс,2218,,3964.0,3874.0,3694.0,,,,3964.0,4717.0,3874.0,1.03,brand,4502.540000000001,3694.0,Ozon,2464.4444444444443,3693.0,True,3693.0,0.17979629275919828
Clarins,19000283291,"Clarins Рефил помады д/губ Joli Rouge 786 3,5гр",Макияж,Губы,Помада для губ,,Люкс,996,,,1659.0,,,,,,,,1.03,brand,2021.8800000000003,1659.0,rivegauche.ru,1106.6666666666667,1658.0,True,1658.0,0.17997111599105797
Clarins,19000156990,CLARINS Крем-гель д/лица Bright Plus 50мл,Уход,Уход за лицом,Основной уход,Крем для лица,Люкс,2018,,3478.0,3478.0,3366.0,,,,3646.0,3762.0,3646.0,1.03,brand,4096.540000000001,3366.0,Ozon,2242.222222222222,3365.0,True,3365.0,0.17857509019806972
Clarins,19000200497,Clarins База под макияж Peach SOS Primer 30мл,Макияж,Лицо,Праймер/база_лицо,,Люкс,1268,,2222.0,2116.0,2257.0,,,,2186.0,,2293.0,1.21,brand_cat3,2802.2799999999997,2116.0,rivegauche.ru,1408.888888888889,2115.0,True,2115.0,0.2452574332329388
Vivienne Sabo,19000413122,"Vivienne Sabo Помада-бальзам д/губ Lala laque 08 2,5гр",Макияж,Губы,Помада для губ,Помада увлажняющая,Массмаркет,501,740.0,754.0,748.0,1907.0,655.0,,,,,,0.59,brand,796.5899999999999,655.0,Wildberries,556.6666666666666,654.0,True,654.0,0.17900048958686388
Clarins,19000033372,"CLARINS Маска-бальзам для кожи вокруг глаз увлажняющая Total Eye Hydrate, 20мл",Уход,Уход за лицом,Средства для век,,Люкс,1672,,,,,,,,,,2792.0,1.08,brand_cat3,3477.76,2792.0,visagehall.ru,1857.7777777777778,2791.0,True,2791.0,0.1974719359587781
Clarins,19000258580,Clarins Тоник д/лица Матирующий My Clarins 200мл,Уход,Уход за лицом,Тоники-лосьоны-тонеры,,Люкс,903,,1509.0,1570.0,,,,,1591.0,,1530.0,0.85,brand_cat3,1670.5500000000002,1509.0,iledebeaute.ru,1003.3333333333333,1508.0,True,1508.0,0.0973032833497951
Clarins,19000200489,"Clarins Тени д/век насыщенные Ombre Skin тон 01 1,5гр",Макияж,Глаза,Тени для век,Прессованные тени,Люкс,1200,,2168.0,2034.0,2007.0,,,,2141.0,2457.0,2088.0,1.03,brand,2436.0000000000005,2007.0,Ozon,1333.3333333333333,2006.0,True,2006.0,0.1765188834154353
Clarins,19760334996,Clarins Тоник д/комбинированной и жирной кожи очищающий 200мл,Уход,Уход за лицом,Тоники-лосьоны-тонеры,,Люкс,1143,,2014.0,2040.0,1912.0,,,,1963.0,2400.0,2065.0,0.85,brand_cat3,2114.55,1912.0,Ozon,1270.0,1911.0,True,1911.0,0.09626161594665539
Clarins,19000459499,CLARINS Набор в косметичке Baume corps super hydratant 200мл+2*30мл,Уход,Наборы_уход,Подарочные наборы_уход,,Люкс,1991,,3337.0,3598.0,,,,,,,,0.97,brand_cat2,3922.27,3337.0,iledebeaute.ru,2212.222222222222,3336.0,True,3336.0,0.14947211691189033
Clarins,19000013031,CLARINS Пудра рассыпчатая матирующая Ever Matte 02 15гр,Макияж,Лицо,Пудра_лицо,Рассыпчатая пудра,Люкс,1655,,2991.0,2861.0,2947.0,,,,2817.0,3162.0,2774.0,1.03,brand,3359.6500000000005,2774.0,visagehall.ru,1838.888888888889,2773.0,True,2773.0,0.17461640349441176
Clarins,19000444868,CLARINS Рефил лифтинга-концентрата д/кожи вокруг глаз Total lift 15мл,Уход,Уход за лицом,Средства для век,,Люкс,2889,,,4843.0,,,,,,,,1.08,brand_cat3,6009.12,4843.0,rivegauche.ru,3210.0,4842.0,True,4842.0,0.19422477833692786
Clarins,19000459503,CLARINS Набор в косметичке Hydra essentiel 50мл+15мл+7мл,Уход,Наборы_уход,Подарочные наборы_уход,,Люкс,2108,,,3534.0,,,,,,,,0.97,brand_cat2,4152.76,3534.0,rivegauche.ru,2342.222222222222,3533.0,True,3533.0,0.14924050510985465
Clarins,19000283289,"Clarins Помада д/губ Joli Rouge 789 3,5гр",Макияж,Губы,Помада для губ,,Люкс,1330,,2369.0,2230.0,2369.0,,,,2300.0,2706.0,2230.0,1.03,brand,2699.9000000000005,2230.0,rivegauche.ru,1477.7777777777778,2229.0,True,2229.0,0.17441386718026608
Clarins,19000120097,CLARINS Крем д/лица Multi-Intensive Ночной 50мл,Уход,Уход за лицом,Основной уход,Крем для лица,Люкс,7153,,11994.0,12227.0,12227.0,,,,12460.0,15207.0,11994.0,1.03,brand,14520.590000000002,11994.0,iledebeaute.ru,7947.777777777777,11993.0,True,11993.0,0.17406937321417393
Clarins,15022500035,Крем солнцезащитный д/тела SPF50+ 150м,Уход,Солнечная серия/авто загары,Солнцезащитные средства,Защита от 41 до 50 SPF,Люкс,1021,,1812.0,1812.0,,,,,1779.0,,1712.0,1.03,brand,2072.63,1712.0,visagehall.ru,1134.4444444444443,1711.0,True,1711.0,0.17447880229466917
Clarins,19000120099,CLARINS Бронзер Ever Vente 01 10гр,Макияж,Лицо,Бронзер,,Люкс,2662,,4465.0,4465.0,,,,,4811.0,,4681.0,1.07,brand_cat3,5510.340000000001,4465.0,iledebeaute.ru,2957.777777777778,4464.0,True,4464.0,0.18988664946264677
Vivienne Sabo,19000128403,Vivienne Sabo Блеск д/губ Tropique 11 3мл,Макияж,Губы,Блеск для губ,,Массмаркет,121,,,159.0,,,,,,,,0.38,brand_cat3,166.98,159.0,rivegauche.ru,134.44444444444443,158.0,True,158.0,0.05377889567612881
Clarins,19000399409,"CLARINS Помада д/губ Joli Rouge 759V 3,5гр",Макияж,Губы,Помада для губ,Помада матовая,Люкс,1620,,,2718.0,,,,,,,2927.0,1.03,brand,3288.6000000000004,2718.0,rivegauche.ru,1800.0,2717.0,True,2717.0,0.17381256461716243
Clarins,19000036412,"CLARINS Крем для тела питательный Eau Extraordinaire, 200мл",Уход,Уход за телом,Крем для тела,,Люкс,1679,,2817.0,3034.0,3034.0,,,,,3272.0,2890.0,1.06,brand_cat3,3458.7400000000002,2817.0,iledebeaute.ru,1865.5555555555554,2816.0,True,2816.0,0.1858306782238619
Clarins,19000013026,CLARINS Пудра компактная матирующая Ever Matte 01 10гр,Макияж,Лицо,Пудра_лицо,Компактная пудра,Люкс,2015,,3381.0,3554.0,3554.0,,,,3554.0,3927.0,3598.0,1.03,brand,4090.4500000000007,3381.0,iledebeaute.ru,2238.8888888888887,3380.0,True,3380.0,0.1736850468774831
Clarins,14035100003,"Clarins Подводка д/глаз фломастер Graphik Ink Liner 01 0,4мл",Макияж,Глаза,Подводки,Маркеры,Люкс,1323,,2391.0,2277.0,2220.0,,,,2334.0,2680.0,2249.0,1.03,brand,2685.6900000000005,2220.0,Ozon,1470.0,2219.0,True,2219.0,0.17376912450804094
Clarins,19000396911,CLARINS Спрей д/тела SPF50 Brume Embellissante 150мл,Уход,Солнечная серия/авто загары,Солнцезащитные средства,Защита от 41 до 50 SPF,Люкс,2099,,3659.0,3591.0,3524.0,,,,,,,1.03,brand,4260.97,3524.0,Ozon,2332.222222222222,3523.0,True,3523.0,0.17319295841087834
Clarins,14012200003,Clarins Тушь для ресниц с эффектом 4D Wonder Perfect Mascara 8мл тон 01,Макияж,Глаза,Тушь для ресниц,Тушь,Люкс,1519,,2648.0,2680.0,2648.0,,,,2584.0,3078.0,2551.0,1.03,brand,3083.57,2551.0,visagehall.ru,1687.7777777777778,2550.0,True,2550.0,0.17303644801317952
Clarins,15022400008,Кларанс Гель д/лица и тела после загара освежающий 150мл,Уход,Солнечная серия/авто загары,После загара,,Люкс,1439,,2570.0,2570.0,,,,,2570.0,,2417.0,1.04,brand_cat3,2935.56,2417.0,visagehall.ru,1598.888888888889,2416.0,True,2416.0,0.17698837700472825
Clarins,19000000358,CLARINS Концентрат д/тела с эффектом загара 30мл,Уход,Солнечная серия/авто загары,Авто загар,,Люкс,2574,,4610.0,4324.0,4324.0,,,,4365.0,5280.0,4406.0,1.07,brand_cat3,5328.18,4324.0,rivegauche.ru,2860.0,4323.0,True,4323.0,0.18865353647962346
Clarins,19000194290,"CLARINS Помада д/губ Joli rouge Retail reno 758S 3,5гр",Макияж,Губы,Помада для губ,,Люкс,1658,,2962.0,2997.0,,,,,,3403.0,2788.0,1.03,brand,3365.7400000000002,2788.0,visagehall.ru,1842.2222222222222,2787.0,True,2787.0,0.1719502991912626
Clarins,19000194309,"CLARINS Рефил помады д/губ Joli rouge Retail reno 705S 3,5гр",Макияж,Губы,Помада для губ,,Люкс,1125,,1892.0,1892.0,,,,,,,,1.03,brand,2283.7500000000005,1892.0,iledebeaute.ru,1250.0,1891.0,True,1891.0,0.17197591680350321
Clarins,19000373903,CLARINS Крем д/лица SPF25 02 40мл,Макияж,Лицо,Тональные основы,Жидкие тональные основы,Люкс,1255,,,2111.0,,,,,,,2150.0,1.03,brand,2547.65,2111.0,rivegauche.ru,1394.4444444444443,2110.0,True,2110.0,0.17178576335053874
Clarins,19760314693,"Clarins Тени д/век четырехцветные Ombre 4 Couleurs 01 4,2гр",Макияж,Глаза,Тени для век,Прессованные тени,Люкс,2892,,5090.0,5045.0,4955.0,,,,4865.0,5777.0,5090.0,1.03,brand,5870.760000000001,4865.0,lamoda.ru,3213.333333333333,4864.0,True,4864.0,0.1714871669085435
Clarins,19000000354,CLARINS Гель д/чувствительной кожи успокаивающий 30мл,Уход,Уход за лицом,Основной уход,Гель для лица,Люкс,2128,,3712.0,3613.0,,,,,3580.0,,3779.0,1.03,brand,4319.84,3580.0,lamoda.ru,2364.4444444444443,3579.0,True,3579.0,0.17149709248490685
Clarins,19000298297,Clarins База под макияж Светоотражающие частицы 30мл,Макияж,Лицо,Праймер/база_лицо,,Люкс,1304,,,2196.0,,,,,,,,1.21,brand_cat3,2881.84,2196.0,rivegauche.ru,1448.888888888889,2195.0,True,2195.0,0.23833384226744025
Clarins,19000444866,CLARINS Лифтинг-концентрат д/кожи вокруг глаз Total lift 15мл,Уход,Уход за лицом,Средства для век,,Люкс,5162,,8695.0,9011.0,9090.0,,,,,10695.0,9327.0,1.08,brand_cat3,10736.960000000001,8695.0,iledebeaute.ru,5735.555555555556,8694.0,True,8694.0,0.1902735969957977
Vivienne Sabo,19000413116,"Vivienne Sabo Помада-бальзам д/губ Lala laque 02 2,5гр",Макияж,Губы,Помада для губ,Помада увлажняющая,Массмаркет,291,417.0,391.0,403.0,,384.0,,,,,,0.59,brand,462.68999999999994,384.0,Wildberries,323.3333333333333,383.0,True,383.0,0.17223194795651509
Clarins,19000036414,"CLARINS Молочко способствующее сокращению пигментации смягчающее BRIGHT PLUS, 200мл",Уход,Уход за лицом,Тоники-лосьоны-тонеры,,Люкс,2183,,3812.0,3745.0,3679.0,,,,3779.0,4407.0,3745.0,0.85,brand_cat3,4038.55,3679.0,Ozon,2425.5555555555557,3678.0,True,3678.0,0.0892770920256033
Clarins,19000013030,CLARINS Пудра рассыпчатая матирующая Ever Matte 01 15гр,Макияж,Лицо,Пудра_лицо,Рассыпчатая пудра,Люкс,2854,,4811.0,5158.0,4898.0,,,,5071.0,5763.0,4855.0,1.03,brand,5793.620000000001,4811.0,iledebeaute.ru,3171.111111111111,4810.0,True,4810.0,0.16977640922255877
Clarins,19000043044,CLARINS Бальзам д/лица с эффектом лифтинга и сияния Baume Beaute E clair 50мл,Уход,Уход за лицом,Основной уход,Бальзам для лица,Люкс,1925,,3479.0,3323.0,3245.0,,,,3245.0,3818.0,3362.0,1.03,brand,3907.7500000000005,3245.0,Ozon,2138.8888888888887,3244.0,True,3244.0,0.16985477576610586
Clarins,19000217066,Clarins Маска д/лица Ночная 50мл,Уход,Уход за лицом,Уход за лицом _маски,Ночные маски,Люкс,1381,,2440.0,2496.0,2412.0,,,,2328.0,,,1.03,brand,2803.4300000000003,2328.0,lamoda.ru,1534.4444444444443,2327.0,True,2327.0,0.16994538832786987
Vivienne Sabo,19000279805,Vivienne Sabo Тональный крем д/лица Coverture 04 30гр,Макияж,Лицо,Тональные основы,Компактные средства,Массмаркет,334,449.0,459.0,450.0,475.0,467.0,441.0,517.0,508.0,,,0.59,brand,531.06,441.0,MagnitMarket,371.1111111111111,440.0,True,440.0,0.17146838398674336
Vivienne Sabo,19760306112,Vivienne Sabo Блеск д/губ Le grand Volume 03 3мл,Макияж,Губы,Блеск для губ,,Массмаркет,209,278.0,276.0,283.0,277.0,276.0,294.0,,310.0,,,0.38,brand_cat3,288.41999999999996,276.0,iledebeaute.ru,232.22222222222223,275.0,True,275.0,0.04652936689549947
